Formula label,Helper lipid,Lipid wt%,Dlin wt%,Chol wt%,DMG wt%,pDNA wt%,RLU in HepG2,RLU in N2a,RLU in ARPE19
538,DOTAP,37.7296126327812,36.5353062398358,9.99996896427581,6.48905266555490,9.24605949755231,5.472,6.452,2.197
539,DOTAP,39.5584096804512,38.3062139042596,10.4846787835007,6.80358439617307,4.84711323561553,5.984,7.391,6.001
540,DOTAP,40.2080529661531,38.9352931535161,10.6568621758429,6.91531545304274,3.28447625144517,5.709,6.306,5.756
541,DSPC,0.171870872401610,27.9339380820852,67.4837299299047,0.875813673317630,3.53464744229091,1.792,6.196,6.858
542,DSPC,0.174963035633599,28.4365031476784,68.6978432088500,0.891570612238483,1.79911999559956,1.792,5.759,6.293
543,DSPC,0.176018631096277,28.6080676360768,69.1123143645682,0.896949679248424,1.20664968901031,1.386,5.384,5.971
544,DSPC,0.300078597002978,48.7713644046275,44.1838021655319,0.573423818095537,6.17133101474200,1.386,5.242,3.85
545,DSPC,0.309632830451724,50.3242009140938,45.5905748069626,0.591681118275800,3.18391033021610,1.609,5.204,5.861
546,DSPC,0.312954224411687,50.8640225367306,46.0796193943024,0.598028010139944,2.14537583441537,1.099,5.38,6.373
547,DSPC,0.399386568734512,64.9117533759710,26.1359928391785,0.339196720721578,8.21367049539432,1.099,4.963,3.466
548,DSPC,0.416491175117798,67.6917416831967,27.2553240960283,0.353723564758490,4.28271948089870,1.386,4.431,3.045
549,DSPC,0.422523000062787,68.6720859508489,27.6500487710942,0.358846359067246,2.89649591892691,1.386,4.357,3.912
550,DSPC,0.478576608997986,77.7824024308542,11.7443309987263,0.152419637790271,9.84227032363131,1.099,4.868,2.565
551,DSPC,0.503346994952538,81.8082994188380,12.3521994280370,0.160308642777420,5.17584551539502,0.693,3.219,1.946
552,DSPC,0.512183605680947,83.2445016879815,12.5690509818950,0.163122973819085,3.51114075062346,1.609,3.296,2.565
553,DSPC,0.341990860677075,27.7916536795996,67.4740243962364,0.875687713488463,3.51664334999840,1.099,6.37,4.691
554,DSPC,0.348111785657518,28.2890664669428,68.6816690702498,0.891360701912618,1.78979197523719,0.693,5.737,4.905
555,DSPC,0.350201075908788,28.4588512120220,69.0938813179862,0.896710452485853,1.20035594159712,1.386,5.565,3.912
556,DSPC,0.597036179240830,48.5177372716990,44.1727086402721,0.573279844709390,6.13923806407865,0,4.804,2.398
557,DSPC,0.615943291750988,50.0542108544235,45.5715826133738,0.591434634821957,3.16682860562980,0,4.942,4.205
558,DSPC,0.622514615389111,50.5882249810165,46.0577728553401,0.597744482576223,2.13374306567805,1.386,5.136,4.522
559,DSPC,0.794553234019358,64.5688258047422,26.1272597510306,0.339083381431971,8.17027782877591,0.693,4.754,2.485
560,DSPC,0.828394291589656,67.3188962314287,27.2400537886510,0.353525384485842,4.25913030384481,1.609,4.344,2.398
561,DSPC,0.840324462872599,68.2883934512592,27.6323530967879,0.358616702029437,2.88031228705092,1.099,4.419,3.296
562,DSPC,0.952033520427035,77.3663537051703,11.7396289582401,0.152358614024179,9.78962520213840,1.946,4.431,1.792
563,DSPC,1.00103216918506,81.3481954256052,12.3438366290124,0.160200109153974,5.14673566704336,1.099,3.296,2.079
