Formula label,helper lipid,NP ratio,Dlin-MC3:Helper lipid,Dlin-MC3+Helper lipid percentage,Chol:DMG-PEG,RLU in HepG2,RLU in N2a,RLU in ARPE19
501,DOTAP,12,100,60,10,2.14,4.635,1.792
502,DOTAP,4,100,80,10,0.405,3.526,2.079
503,DOTAP,8,100,80,10,0.916,3.584,1.386
504,DOTAP,12,100,80,10,0.916,5.176,1.792
505,DOTAP,4,50,20,10,2.079,2.89,2.89
506,DOTAP,8,50,20,10,1.253,2.079,2.303
507,DOTAP,12,50,20,10,0,2.565,2.639
508,DOTAP,4,50,40,10,0.693,3.466,1.792
509,DOTAP,8,50,40,10,1.253,3.466,2.398
510,DOTAP,12,50,40,10,1.253,3.497,2.708
511,DOTAP,4,50,60,10,1.099,3.664,2.485
512,DOTAP,8,50,60,10,1.099,4.644,2.303
513,DOTAP,12,50,60,10,1.872,5.964,2.485
514,DOTAP,4,50,80,10,1.099,4.29,3.332
515,DOTAP,8,50,80,10,0.693,3.466,1.386
516,DOTAP,12,50,80,10,1.386,5.38,2.708
517,DOTAP,4,10,20,10,0.916,2.639,3.401
518,DOTAP,8,10,20,10,0.916,2.303,2.833
519,DOTAP,12,10,20,10,1.099,1.946,2.565
520,DOTAP,4,10,40,10,2.079,4.394,3.135
521,DOTAP,8,10,40,10,2.803,5.242,3.584
522,DOTAP,12,10,40,10,4.277,4.977,4.043
523,DOTAP,4,10,60,10,2.14,4.605,2.303
524,DOTAP,8,10,60,10,2.803,5.273,2.485
525,DOTAP,12,10,60,10,3.829,4.913,2.833
526,DOTAP,4,10,80,10,0.693,3.951,1.609
527,DOTAP,8,10,80,10,1.705,4.595,2.197
528,DOTAP,12,10,80,10,1.253,5.684,2.485
529,DOTAP,4,1,20,10,4.363,7.878,6.353
530,DOTAP,8,1,20,10,4.443,6.004,3.401
531,DOTAP,12,1,20,10,4.103,4.787,4.06
532,DOTAP,4,1,40,10,5.503,9.21,2.996
533,DOTAP,8,1,40,10,6.449,9.339,6.738
534,DOTAP,12,1,40,10,5.838,7.827,4.443
535,DOTAP,4,1,60,10,5.268,6.897,2.197
536,DOTAP,8,1,60,10,5.782,7.683,4.369
537,DOTAP,12,1,60,10,5.476,7.054,3.434
538,DOTAP,4,1,80,10,5.472,6.452,2.197
539,DOTAP,8,1,80,10,5.984,7.391,6.001
540,DOTAP,12,1,80,10,5.709,6.306,5.756
541,DSPC,4,200,20,500,1.792,6.196,6.858
542,DSPC,8,200,20,500,1.792,5.759,6.293
543,DSPC,12,200,20,500,1.386,5.384,5.971
544,DSPC,4,200,40,500,1.386,5.242,3.85
545,DSPC,8,200,40,500,1.609,5.204,5.861
546,DSPC,12,200,40,500,1.099,5.38,6.373
547,DSPC,4,200,60,500,1.099,4.963,3.466
548,DSPC,8,200,60,500,1.386,4.431,3.045
549,DSPC,12,200,60,500,1.386,4.357,3.912
550,DSPC,4,200,80,500,1.099,4.868,2.565
551,DSPC,8,200,80,500,0.693,3.219,1.946
552,DSPC,12,200,80,500,1.609,3.296,2.565
553,DSPC,4,100,20,500,1.099,6.37,4.691
554,DSPC,8,100,20,500,0.693,5.737,4.905
555,DSPC,12,100,20,500,1.386,5.565,3.912
556,DSPC,4,100,40,500,0,4.804,2.398
557,DSPC,8,100,40,500,0,4.942,4.205
558,DSPC,12,100,40,500,1.386,5.136,4.522
559,DSPC,4,100,60,500,0.693,4.754,2.485
560,DSPC,8,100,60,500,1.609,4.344,2.398
561,DSPC,12,100,60,500,1.099,4.419,3.296
562,DSPC,4,100,80,500,1.946,4.431,1.792
563,DSPC,8,100,80,500,1.099,3.296,2.079
564,DSPC,12,100,80,500,1.099,3.091,1.946
565,DSPC,4,50,20,500,0.693,6.409,5.717
566,DSPC,8,50,20,500,1.099,5.549,6.026
567,DSPC,12,50,20,500,1.609,5.583,5.142
568,DSPC,4,50,40,500,1.099,5.159,4.111
569,DSPC,8,50,40,500,1.792,4.745,4.663
570,DSPC,12,50,40,500,1.386,5.063,5.268
571,DSPC,4,50,60,500,0,4.654,3.296
572,DSPC,8,50,60,500,0.693,4.111,2.639
573,DSPC,12,50,60,500,1.099,4.22,3.367
574,DSPC,4,50,80,500,0.693,3.045,1.609
575,DSPC,8,50,80,500,1.099,2.944,1.386
576,DSPC,12,50,80,500,1.099,2.079,2.079
577,DSPC,4,10,20,500,2.773,6.673,6.064
578,DSPC,8,10,20,500,1.099,6.612,5.981
579,DSPC,12,10,20,500,1.792,5.841,3.526
580,DSPC,4,10,40,500,2.944,6.148,3.219
581,DSPC,8,10,40,500,2.197,5.159,3.611
582,DSPC,12,10,40,500,1.946,5.293,2.639
583,DSPC,4,10,60,500,2.773,4.754,3.178
584,DSPC,8,10,60,500,1.792,4.745,3.738
585,DSPC,12,10,60,500,1.946,4.787,3.555
586,DSPC,4,10,80,500,3.091,4.7,3.584
587,DSPC,8,10,80,500,2.197,3.296,1.386
588,DSPC,12,10,80,500,3.829,3.989,3.219
589,DSPC,4,1,20,500,0.693,7.304,5.659
590,DSPC,8,1,20,500,1.099,7.217,4.727
591,DSPC,12,1,20,500,1.099,6.513,3.091
592,DSPC,4,1,40,500,0.693,6.244,2.565
593,DSPC,8,1,40,500,2.485,6.79,3.689
594,DSPC,12,1,40,500,2.708,6.915,3.664
595,DSPC,4,1,60,500,0.693,4.836,3.466
596,DSPC,8,1,60,500,0,5.553,3.367
597,DSPC,12,1,60,500,0.693,5.714,4.331
598,DSPC,4,1,80,500,1.099,4.29,2.197
599,DSPC,8,1,80,500,1.609,4.431,1.946
600,DSPC,12,1,80,500,1.099,4.852,3.584
601,DSPC,4,200,20,100,2.303,5.787,5.159
602,DSPC,8,200,20,100,1.946,4.913,5.011
603,DSPC,12,200,20,100,1.386,4.718,3.219
604,DSPC,4,200,40,100,2.079,4.745,4.691
605,DSPC,8,200,40,100,1.386,5.088,4.787
606,DSPC,12,200,40,100,0,4.875,4.443
607,DSPC,4,200,60,100,1.099,4.331,2.303
608,DSPC,8,200,60,100,1.099,4.078,2.197
609,DSPC,12,200,60,100,1.609,3.466,3.466
610,DSPC,4,200,80,100,0,3.892,2.89
611,DSPC,8,200,80,100,0.693,2.773,2.079
612,DSPC,12,200,80,100,1.099,3.135,1.099
613,DSPC,4,100,20,100,2.079,5.733,3.434
614,DSPC,8,100,20,100,1.609,5.407,3.784
615,DSPC,12,100,20,100,0,4.543,2.303
616,DSPC,4,100,40,100,2.197,4.779,2.89
617,DSPC,8,100,40,100,1.386,4.86,3.091
618,DSPC,12,100,40,100,2.197,4.828,3.135
619,DSPC,4,100,60,100,0.693,4.736,2.565
620,DSPC,8,100,60,100,1.609,4.19,3.611
621,DSPC,12,100,60,100,1.386,4.111,2.485
622,DSPC,4,100,80,100,1.099,4.585,2.944
623,DSPC,8,100,80,100,0,3.401,1.609
624,DSPC,12,100,80,100,0.693,3.332,2.944
625,DSPC,4,50,20,100,1.386,6.001,7.041
626,DSPC,8,50,20,100,0.693,5.088,6.891
627,DSPC,12,50,20,100,0.693,4.673,5.081
628,DSPC,4,50,40,100,2.833,5.561,4.934
629,DSPC,8,50,40,100,0,5.159,5.323
630,DSPC,12,50,40,100,0.693,5.142,6.103
631,DSPC,4,50,60,100,2.079,5.318,5.043
632,DSPC,8,50,60,100,2.303,4.868,5.442
633,DSPC,12,50,60,100,1.946,4.543,3.97
634,DSPC,4,50,80,100,1.609,4.812,2.773
635,DSPC,8,50,80,100,0,4.234,2.565
636,DSPC,12,50,80,100,0.693,3.526,3.526
637,DSPC,4,10,20,100,3.314,6.507,7.372
638,DSPC,8,10,20,100,2.773,6.246,7.035
639,DSPC,12,10,20,100,2.079,5.704,6.895
640,DSPC,4,10,40,100,5.549,6.207,7.036
641,DSPC,8,10,40,100,4.585,4.654,6.603
642,DSPC,12,10,40,100,4.22,5.13,6.347
643,DSPC,4,10,60,100,5.874,3.664,3.045
644,DSPC,8,10,60,100,3.676,4.654,5.017
645,DSPC,12,10,60,100,4.745,4.304,4.595
646,DSPC,4,10,80,100,4.357,3.466,3.912
647,DSPC,8,10,80,100,3.45,2.996,3.871
648,DSPC,12,10,80,100,1.386,2.996,4.025
649,DSPC,4,1,20,100,1.792,8.461,6.286
650,DSPC,8,1,20,100,1.253,7.442,5.464
651,DSPC,12,1,20,100,0.693,7.786,5.811
652,DSPC,4,1,40,100,2.485,8.054,5.73
653,DSPC,8,1,40,100,3.784,7.532,5.342
654,DSPC,12,1,40,100,5.139,6.976,6.219
655,DSPC,4,1,60,100,0.916,7.727,4.5
656,DSPC,8,1,60,100,1.386,6.852,5.438
657,DSPC,12,1,60,100,1.386,6.902,6.109
658,DSPC,4,1,80,100,0.693,1.792,1.099
659,DSPC,8,1,80,100,1.504,4.454,3.555
660,DSPC,12,1,80,100,1.504,5.303,5.278
661,DSPC,4,200,20,10,0.916,2.079,1.386
662,DSPC,8,200,20,10,1.253,2.079,1.386
663,DSPC,12,200,20,10,0.405,2.197,1.609
664,DSPC,4,200,40,10,0.916,2.833,1.946
665,DSPC,8,200,40,10,0.405,2.944,2.398
666,DSPC,12,200,40,10,0.916,2.773,2.303
667,DSPC,4,200,60,10,0.693,3.871,1.946
668,DSPC,8,200,60,10,0.693,3.714,2.303
669,DSPC,12,200,60,10,1.099,4.357,2.708
670,DSPC,4,200,80,10,0.916,2.639,1.792
671,DSPC,8,200,80,10,1.504,3.332,1.386
672,DSPC,12,200,80,10,0.693,3.807,2.079
673,DSPC,4,100,20,10,0.916,2.303,1.386
674,DSPC,8,100,20,10,0.916,2.197,1.792
675,DSPC,12,100,20,10,0.916,1.386,1.946
676,DSPC,4,100,40,10,1.504,3.332,1.946
677,DSPC,8,100,40,10,0.405,3.401,2.197
678,DSPC,12,100,40,10,0.693,4.234,2.485
679,DSPC,4,100,60,10,0.916,2.89,1.099
680,DSPC,8,100,60,10,1.609,4.71,3.178
681,DSPC,12,100,60,10,1.386,4.771,2.079
682,DSPC,4,100,80,10,0.693,2.708,1.609
683,DSPC,8,100,80,10,1.386,3.584,1.099
684,DSPC,12,100,80,10,0.916,4.369,1.792
685,DSPC,4,50,20,10,0.405,2.303,2.303
686,DSPC,8,50,20,10,0.405,2.197,1.099
687,DSPC,12,50,20,10,0.916,1.792,1.609
688,DSPC,4,50,40,10,1.099,2.485,1.946
689,DSPC,8,50,40,10,0.693,3.85,1.386
690,DSPC,12,50,40,10,0.916,4.025,2.197
691,DSPC,4,50,60,10,0.916,3.434,1.386
692,DSPC,8,50,60,10,2.015,3.932,2.079
693,DSPC,12,50,60,10,1.872,4.205,2.833
694,DSPC,4,50,80,10,1.099,3.135,1.946
695,DSPC,8,50,80,10,1.253,3.738,1.386
696,DSPC,12,50,80,10,0.405,4.248,1.609
697,DSPC,4,10,20,10,0.693,2.303,1.386
698,DSPC,8,10,20,10,0.693,1.792,1.609
699,DSPC,12,10,20,10,0.405,1.386,1.609
700,DSPC,4,10,40,10,1.386,3.526,1.946
701,DSPC,8,10,40,10,0.693,3.466,2.485
702,DSPC,12,10,40,10,0.693,3.85,2.833
703,DSPC,4,10,60,10,1.386,3.989,2.773
704,DSPC,8,10,60,10,2.015,4.143,2.708
705,DSPC,12,10,60,10,1.504,4.682,3.045
706,DSPC,4,10,80,10,2.197,3.584,2.708
707,DSPC,8,10,80,10,1.504,3.871,2.565
708,DSPC,12,10,80,10,1.253,4.663,2.639
709,DSPC,4,1,20,10,1.099,2.079,1.946
710,DSPC,8,1,20,10,0.693,1.792,1.386
711,DSPC,12,1,20,10,1.099,1.386,1.386
712,DSPC,4,1,40,10,1.099,3.664,1.946
713,DSPC,8,1,40,10,0.405,3.611,2.197
714,DSPC,12,1,40,10,0.916,2.89,2.197
715,DSPC,4,1,60,10,0.405,5.17,2.996
716,DSPC,8,1,60,10,0.405,5.951,4.094
717,DSPC,12,1,60,10,0,5.666,4.159
718,DSPC,4,1,80,10,1.099,5.455,3.829
719,DSPC,8,1,80,10,1.099,5.069,4.143
720,DSPC,12,1,80,10,0.916,5.394,4.71
